,date,State,Depression,Anxiety,Unemployment,ConfirmedCases,ConfirmedDeaths,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,retail,grocery,parks,transit,work,residential,week,sin_week,cos_week
87,2018-01-14,AL,0.21326244789595972,0.10757156202889143,-0.36282528549812976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.23488604578098368,0.9720229140804107
88,2018-01-21,AL,1.1422931170241484,0.2791099544569081,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.34820163543439875,0.9374196611341209
89,2018-01-28,AL,1.087644254134255,0.16475102617156367,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.4566292373937131,0.8896570909947473
90,2018-02-04,AL,0.2679113107858532,0.5650072751702693,-0.5819108072233407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5586467658036525,0.8294056854502018
91,2018-02-11,AL,0.5411556252353205,-1.4934534339659309,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6528221181905216,0.7575112421616201
92,2018-02-18,AL,1.688781745923083,-0.1783257586844697,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.7378332790417272,0.6749830015182106
93,2018-02-25,AL,1.9620260603725503,0.16475102617156367,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.8124868780056813,0.5829794791144721
94,2018-03-04,AL,0.7051022139050008,0.39346888274225256,-0.5819108072233407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.8757349421956369,0.48279220273074486
95,2018-03-11,AL,0.9236976654645747,0.33628941859958034,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.9266896074318334,0.3758275821142382
96,2018-03-18,AL,0.6504533510151074,0.10757156202889143,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9646355819083586,0.2635871660690678
97,2018-03-25,AL,0.6504533510151074,-0.978838256681881,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.9890401873221639,0.14764656400248127
98,2018-04-01,AL,0.04931585922627934,-0.6357614718258475,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.9995608365087943,0.029633327822559667
99,2018-04-08,AL,0.5958044881252139,0.39346888274225256,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.9960498426152169,-0.08879589532293478
100,2018-04-15,AL,1.4155374314736158,0.050392097886219206,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.978556492299504,-0.20597861874109827
101,2018-04-22,AL,0.21326244789595972,0.33628941859958034,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.9473263538541914,-0.32026985386283763
102,2018-04-29,AL,0.5411556252353205,0.507827811027597,-0.5819108072233407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.9027978299657434,-0.43006520227652056
